"citizen","geo","time","values"
"PH","SE",2014-12-31,20
"PH","SI",2014-12-31,0
"PH","SK",2014-12-31,0
"PH","TOTAL",2014-12-31,175
"PH","UK",2014-12-31,45
"PK","AT",2014-12-31,595
"PK","BE",2014-12-31,360
"PK","BG",2014-12-31,185
"PK","CH",2014-12-31,120
"PK","CY",2014-12-31,70
"PK","CZ",2014-12-31,5
"PK","DE",2014-12-31,4225
"PK","DK",2014-12-31,70
"PK","EE",2014-12-31,0
"PK","EL",2014-12-31,1620
"PK","ES",2014-12-31,140
"PK","EU28",2014-12-31,22220
"PK","FI",2014-12-31,40
"PK","FR",2014-12-31,2195
"PK","HR",2014-12-31,25
"PK","HU",2014-12-31,400
"PK","IE",2014-12-31,290
"PK","IS",2014-12-31,0
"PK","IT",2014-12-31,7150
"PK","LI",2014-12-31,0
"PK","LT",2014-12-31,5
"PK","LU",2014-12-31,5
"PK","LV",2014-12-31,0
"PK","MT",2014-12-31,5
"PK","NL",2014-12-31,230
"PK","NO",2014-12-31,110
"PK","PL",2014-12-31,50
"PK","PT",2014-12-31,25
"PK","RO",2014-12-31,45
"PK","SE",2014-12-31,370
"PK","SI",2014-12-31,25
"PK","SK",2014-12-31,10
"PK","TOTAL",2014-12-31,22455
"PK","UK",2014-12-31,4085
"PL","AT",2014-12-31,0
"PL","BE",2014-12-31,5
"PL","BG",2014-12-31,0
"PL","CH",2014-12-31,10
"PL","CY",2014-12-31,0
"PL","CZ",2014-12-31,0
"PL","DE",2014-12-31,20
"PL","DK",2014-12-31,5
"PL","EE",2014-12-31,0
"PL","EL",2014-12-31,0
"PL","ES",2014-12-31,0
"PL","EU28",2014-12-31,185
"PL","FI",2014-12-31,0
"PL","FR",2014-12-31,0
"PL","HR",2014-12-31,0
"PL","HU",2014-12-31,0
"PL","IE",2014-12-31,0
"PL","IS",2014-12-31,0
"PL","LI",2014-12-31,0
"PL","LT",2014-12-31,0
"PL","LU",2014-12-31,0
"PL","LV",2014-12-31,0
"PL","MT",2014-12-31,0
"PL","NL",2014-12-31,5
"PL","NO",2014-12-31,5
"PL","PL",2014-12-31,0
"PL","PT",2014-12-31,0
"PL","RO",2014-12-31,0
"PL","SE",2014-12-31,5
"PL","SI",2014-12-31,0
"PL","SK",2014-12-31,0
"PL","TOTAL",2014-12-31,195
"PL","UK",2014-12-31,140
"PS","AT",2014-12-31,0
"PS","BE",2014-12-31,10
"PS","BG",2014-12-31,5
"PS","CH",2014-12-31,0
"PS","CY",2014-12-31,5
"PS","CZ",2014-12-31,0
"PS","DE",2014-12-31,0
"PS","DK",2014-12-31,0
"PS","EE",2014-12-31,0
"PS","EL",2014-12-31,75
"PS","ES",2014-12-31,200
"PS","EU28",2014-12-31,1970
"PS","FI",2014-12-31,0
"PS","FR",2014-12-31,205
"PS","HR",2014-12-31,5
"PS","HU",2014-12-31,875
"PS","IE",2014-12-31,15
"PS","IS",2014-12-31,0
"PS","IT",2014-12-31,200
"PS","LI",2014-12-31,0
"PS","LT",2014-12-31,0
"PS","LU",2014-12-31,5
"PS","LV",2014-12-31,0
"PS","MT",2014-12-31,25
"PS","NL",2014-12-31,75
"PS","NO",2014-12-31,0
"PS","PL",2014-12-31,10
"PS","PT",2014-12-31,5
"PS","RO",2014-12-31,15
"PS","SE",2014-12-31,25
"PS","SI",2014-12-31,0
"PS","SK",2014-12-31,5
"PS","TOTAL",2014-12-31,1970
"PS","UK",2014-12-31,220
"PT","AT",2014-12-31,0
"PT","BE",2014-12-31,0
"PT","BG",2014-12-31,0
"PT","CH",2014-12-31,5
"PT","CY",2014-12-31,0
"PT","CZ",2014-12-31,0
"PT","DE",2014-12-31,0
"PT","DK",2014-12-31,0
"PT","EE",2014-12-31,0
"PT","EL",2014-12-31,0
"PT","ES",2014-12-31,0
"PT","EU28",2014-12-31,10
"PT","FI",2014-12-31,0
"PT","FR",2014-12-31,0
"PT","HR",2014-12-31,0
"PT","HU",2014-12-31,0
"PT","IE",2014-12-31,0
"PT","IS",2014-12-31,0
"PT","LI",2014-12-31,0
"PT","LT",2014-12-31,0
"PT","LU",2014-12-31,0
"PT","LV",2014-12-31,0
"PT","MT",2014-12-31,0
"PT","NL",2014-12-31,0
"PT","NO",2014-12-31,0
"PT","PL",2014-12-31,0
"PT","PT",2014-12-31,0
"PT","RO",2014-12-31,0
"PT","SE",2014-12-31,0
"PT","SI",2014-12-31,0
"PT","SK",2014-12-31,0
"PT","TOTAL",2014-12-31,15
"PT","UK",2014-12-31,5
"PW","AT",2014-12-31,0
"PW","BE",2014-12-31,0
"PW","BG",2014-12-31,0
"PW","CH",2014-12-31,0
"PW","CY",2014-12-31,0
"PW","CZ",2014-12-31,0
"PW","DE",2014-12-31,0
"PW","DK",2014-12-31,0
"PW","EE",2014-12-31,0
"PW","EL",2014-12-31,0
"PW","ES",2014-12-31,0
"PW","EU28",2014-12-31,0
"PW","FI",2014-12-31,0
"PW","FR",2014-12-31,0
"PW","HR",2014-12-31,0
"PW","HU",2014-12-31,0
"PW","IE",2014-12-31,0
"PW","IS",2014-12-31,0
"PW","IT",2014-12-31,0
"PW","LI",2014-12-31,0
"PW","LT",2014-12-31,0
"PW","LU",2014-12-31,0
"PW","LV",2014-12-31,0
"PW","MT",2014-12-31,0
"PW","NL",2014-12-31,0
"PW","NO",2014-12-31,0
"PW","PL",2014-12-31,0
"PW","PT",2014-12-31,0
"PW","RO",2014-12-31,0
"PW","SE",2014-12-31,0
"PW","SI",2014-12-31,0
"PW","SK",2014-12-31,0
"PW","TOTAL",2014-12-31,0
"PW","UK",2014-12-31,0
"PY","AT",2014-12-31,0
"PY","BE",2014-12-31,0
"PY","BG",2014-12-31,0
"PY","CH",2014-12-31,0
"PY","CY",2014-12-31,0
"PY","CZ",2014-12-31,0
"PY","DE",2014-12-31,0
"PY","DK",2014-12-31,0
"PY","EE",2014-12-31,0
"PY","EL",2014-12-31,0
"PY","ES",2014-12-31,0
"PY","EU28",2014-12-31,0
"PY","FI",2014-12-31,0
"PY","FR",2014-12-31,0
"PY","HR",2014-12-31,0
"PY","HU",2014-12-31,0
"PY","IE",2014-12-31,0
"PY","IS",2014-12-31,0
"PY","IT",2014-12-31,0
"PY","LI",2014-12-31,0
"PY","LT",2014-12-31,0
"PY","LU",2014-12-31,0
"PY","LV",2014-12-31,0
"PY","MT",2014-12-31,0
"PY","NL",2014-12-31,0
"PY","NO",2014-12-31,0
"PY","PL",2014-12-31,0
"PY","PT",2014-12-31,0
"PY","RO",2014-12-31,0
"PY","SE",2014-12-31,0
"PY","SI",2014-12-31,0
"PY","SK",2014-12-31,0
"PY","TOTAL",2014-12-31,0
"PY","UK",2014-12-31,0
"QA","AT",2014-12-31,0
"QA","BE",2014-12-31,0
"QA","BG",2014-12-31,0
"QA","CH",2014-12-31,0
"QA","CY",2014-12-31,0
"QA","CZ",2014-12-31,0
"QA","DE",2014-12-31,0
"QA","DK",2014-12-31,0
"QA","EE",2014-12-31,0
"QA","EL",2014-12-31,0
"QA","ES",2014-12-31,0
"QA","EU28",2014-12-31,5
"QA","FI",2014-12-31,0
"QA","FR",2014-12-31,0
"QA","HR",2014-12-31,0
"QA","HU",2014-12-31,0
"QA","IE",2014-12-31,0
"QA","IS",2014-12-31,0
"QA","IT",2014-12-31,0
"QA","LI",2014-12-31,0
"QA","LT",2014-12-31,0
"QA","LU",2014-12-31,0
"QA","LV",2014-12-31,0
"QA","MT",2014-12-31,0
"QA","NL",2014-12-31,0
"QA","NO",2014-12-31,0
"QA","PL",2014-12-31,0
"QA","PT",2014-12-31,0
"QA","RO",2014-12-31,0
"QA","SE",2014-12-31,0
"QA","SI",2014-12-31,0
"QA","SK",2014-12-31,0
"QA","TOTAL",2014-12-31,5
"QA","UK",2014-12-31,0
"RO","AT",2014-12-31,5
"RO","BE",2014-12-31,40
"RO","BG",2014-12-31,0
"RO","CH",2014-12-31,35
"RO","CY",2014-12-31,0
"RO","CZ",2014-12-31,0
"RO","DE",2014-12-31,10
"RO","DK",2014-12-31,5
"RO","EE",2014-12-31,0
"RO","EL",2014-12-31,0
"RO","ES",2014-12-31,0
"RO","EU28",2014-12-31,110
"RO","FI",2014-12-31,0
"RO","FR",2014-12-31,0
"RO","HR",2014-12-31,0
"RO","HU",2014-12-31,0
"RO","IE",2014-12-31,0
"RO","IS",2014-12-31,0
"RO","LI",2014-12-31,5
"RO","LT",2014-12-31,0
"RO","LU",2014-12-31,0
"RO","LV",2014-12-31,0
"RO","MT",2014-12-31,0
"RO","NL",2014-12-31,5
"RO","NO",2014-12-31,5
"RO","PL",2014-12-31,0
"RO","PT",2014-12-31,0
"RO","RO",2014-12-31,0
"RO","SE",2014-12-31,35
"RO","SI",2014-12-31,0
"RO","SK",2014-12-31,0
"RO","TOTAL",2014-12-31,155
"RO","UK",2014-12-31,10
"RS","AT",2014-12-31,360
"RS","BE",2014-12-31,500
"RS","BG",2014-12-31,0
"RS","CH",2014-12-31,245
"RS","CY",2014-12-31,0
"RS","CZ",2014-12-31,15
"RS","DE",2014-12-31,27145
"RS","DK",2014-12-31,100
"RS","EE",2014-12-31,0
"RS","EL",2014-12-31,5
"RS","ES",2014-12-31,0
"RS","EU28",2014-12-31,30840
"RS","FI",2014-12-31,40
"RS","FR",2014-12-31,605
"RS","HR",2014-12-31,5
"RS","HU",2014-12-31,145
"RS","IE",2014-12-31,0
"RS","IS",2014-12-31,0
"RS","IT",2014-12-31,125
"RS","LI",2014-12-31,10
"RS","LT",2014-12-31,0
"RS","LU",2014-12-31,65
"RS","LV",2014-12-31,0
"RS","MT",2014-12-31,0
"RS","NL",2014-12-31,195
"RS","NO",2014-12-31,85
"RS","PL",2014-12-31,0
"RS","PT",2014-12-31,0
"RS","RO",2014-12-31,5
"RS","SE",2014-12-31,1510
"RS","SI",2014-12-31,10
"RS","SK",2014-12-31,0
"RS","TOTAL",2014-12-31,31175
"RS","UK",2014-12-31,5
"RU","AT",2014-12-31,1995
"RU","BE",2014-12-31,1850
"RU","BG",2014-12-31,5
"RU","CH",2014-12-31,170
"RU","CY",2014-12-31,10
"RU","CZ",2014-12-31,40
"RU","DE",2014-12-31,5510
"RU","DK",2014-12-31,520
"RU","EE",2014-12-31,20
"RU","EL",2014-12-31,25
"RU","ES",2014-12-31,65
"RU","EU28",2014-12-31,19820
"RU","FI",2014-12-31,200
"RU","FR",2014-12-31,4205
"RU","HR",2014-12-31,10
"RU","HU",2014-12-31,20
"RU","IE",2014-12-31,0
"RU","IS",2014-12-31,15
"RU","IT",2014-12-31,65
"RU","LI",2014-12-31,5
"RU","LT",2014-12-31,55
"RU","LU",2014-12-31,5
"RU","LV",2014-12-31,10
"RU","MT",2014-12-31,0
"RU","NL",2014-12-31,195
"RU","NO",2014-12-31,225
"RU","PL",2014-12-31,4000
"RU","PT",2014-12-31,5
"RU","RO",2014-12-31,10
"RU","SE",2014-12-31,865
"RU","SI",2014-12-31,5
"RU","SK",2014-12-31,5
"RU","TOTAL",2014-12-31,20235
"RU","UK",2014-12-31,120
"RW","AT",2014-12-31,5
"RW","BE",2014-12-31,325
"RW","BG",2014-12-31,15
"RW","CH",2014-12-31,10
"RW","CY",2014-12-31,0
"RW","CZ",2014-12-31,0
"RW","DE",2014-12-31,30
"RW","DK",2014-12-31,5
"RW","EE",2014-12-31,0
"RW","EL",2014-12-31,10
"RW","ES",2014-12-31,0
"RW","EU28",2014-12-31,705
"RW","FI",2014-12-31,5
"RW","FR",2014-12-31,230
"RW","HR",2014-12-31,0
"RW","HU",2014-12-31,15
"RW","IE",2014-12-31,0
"RW","IS",2014-12-31,0
"RW","IT",2014-12-31,5
"RW","LI",2014-12-31,0
"RW","LT",2014-12-31,0
"RW","LU",2014-12-31,0
"RW","LV",2014-12-31,0
"RW","MT",2014-12-31,0
"RW","NL",2014-12-31,15
"RW","NO",2014-12-31,10
"RW","PL",2014-12-31,5
"RW","PT",2014-12-31,0
"RW","RO",2014-12-31,0
"RW","SE",2014-12-31,20
"RW","SI",2014-12-31,0
"RW","SK",2014-12-31,0
"RW","TOTAL",2014-12-31,725
"RW","UK",2014-12-31,15
"SA","AT",2014-12-31,0
"SA","BE",2014-12-31,0
"SA","BG",2014-12-31,0
"SA","CH",2014-12-31,0
"SA","CY",2014-12-31,0
"SA","CZ",2014-12-31,0
"SA","DE",2014-12-31,5
"SA","DK",2014-12-31,0
"SA","EE",2014-12-31,0
"SA","EL",2014-12-31,0
"SA","ES",2014-12-31,0
"SA","EU28",2014-12-31,75
"SA","FI",2014-12-31,0
"SA","FR",2014-12-31,5
"SA","HR",2014-12-31,0
"SA","HU",2014-12-31,0
"SA","IE",2014-12-31,5
"SA","IS",2014-12-31,0
"SA","IT",2014-12-31,0
"SA","LI",2014-12-31,0
"SA","LT",2014-12-31,0
"SA","LU",2014-12-31,0
"SA","LV",2014-12-31,0
"SA","MT",2014-12-31,0
"SA","NL",2014-12-31,0
"SA","NO",2014-12-31,0
"SA","PL",2014-12-31,0
"SA","PT",2014-12-31,0
"SA","RO",2014-12-31,0
"SA","SE",2014-12-31,20
"SA","SI",2014-12-31,0
"SA","SK",2014-12-31,0
"SA","TOTAL",2014-12-31,80
"SA","UK",2014-12-31,40
"SB","AT",2014-12-31,0
"SB","BE",2014-12-31,0
"SB","BG",2014-12-31,0
"SB","CH",2014-12-31,0
"SB","CY",2014-12-31,0
"SB","CZ",2014-12-31,0
"SB","DE",2014-12-31,0
"SB","DK",2014-12-31,0
"SB","EE",2014-12-31,0
"SB","EL",2014-12-31,0
"SB","ES",2014-12-31,0
"SB","EU28",2014-12-31,0
"SB","FI",2014-12-31,0
"SB","FR",2014-12-31,0
"SB","HR",2014-12-31,0
"SB","HU",2014-12-31,0
"SB","IE",2014-12-31,0
"SB","IS",2014-12-31,0
"SB","IT",2014-12-31,0
"SB","LI",2014-12-31,0
"SB","LT",2014-12-31,0
"SB","LU",2014-12-31,0
"SB","LV",2014-12-31,0
"SB","MT",2014-12-31,0
"SB","NL",2014-12-31,0
"SB","NO",2014-12-31,0
"SB","PL",2014-12-31,0
"SB","PT",2014-12-31,0
"SB","RO",2014-12-31,0
"SB","SE",2014-12-31,0
"SB","SI",2014-12-31,0
"SB","SK",2014-12-31,0
"SB","TOTAL",2014-12-31,0
"SB","UK",2014-12-31,0
"SC","AT",2014-12-31,0
"SC","BE",2014-12-31,0
"SC","BG",2014-12-31,0
"SC","CH",2014-12-31,0
"SC","CY",2014-12-31,0
"SC","CZ",2014-12-31,0
"SC","DE",2014-12-31,0
"SC","DK",2014-12-31,0
"SC","EE",2014-12-31,0
"SC","EL",2014-12-31,0
"SC","ES",2014-12-31,0
"SC","EU28",2014-12-31,5
"SC","FI",2014-12-31,0
"SC","FR",2014-12-31,0
"SC","HR",2014-12-31,0
"SC","HU",2014-12-31,0
"SC","IE",2014-12-31,0
"SC","IS",2014-12-31,0
"SC","IT",2014-12-31,0
"SC","LI",2014-12-31,0
"SC","LT",2014-12-31,0
"SC","LU",2014-12-31,0
"SC","LV",2014-12-31,0
"SC","MT",2014-12-31,0
"SC","NL",2014-12-31,0
"SC","NO",2014-12-31,0
"SC","PL",2014-12-31,0
"SC","PT",2014-12-31,0
"SC","RO",2014-12-31,0
"SC","SE",2014-12-31,0
"SC","SI",2014-12-31,0
"SC","SK",2014-12-31,0
"SC","TOTAL",2014-12-31,5
"SC","UK",2014-12-31,5
"SD","AT",2014-12-31,95
"SD","BE",2014-12-31,160
"SD","BG",2014-12-31,15
"SD","CH",2014-12-31,145
"SD","CY",2014-12-31,0
"SD","CZ",2014-12-31,0
"SD","DE",2014-12-31,770
"SD","DK",2014-12-31,90
"SD","EE",2014-12-31,20
"SD","EL",2014-12-31,335
"SD","ES",2014-12-31,20
"SD","EU28",2014-12-31,6245
"SD","FI",2014-12-31,5
"SD","FR",2014-12-31,1980
"SD","HR",2014-12-31,5
"SD","HU",2014-12-31,70
"SD","IE",2014-12-31,5
"SD","IS",2014-12-31,0
"SD","IT",2014-12-31,220
"SD","LI",2014-12-31,0
"SD","LT",2014-12-31,0
"SD","LU",2014-12-31,5
"SD","LV",2014-12-31,0
"SD","MT",2014-12-31,85
"SD","NL",2014-12-31,225
"SD","NO",2014-12-31,805
"SD","PL",2014-12-31,5
"SD","PT",2014-12-31,0
"SD","RO",2014-12-31,5
"SD","SE",2014-12-31,495
"SD","SI",2014-12-31,0
"SD","SK",2014-12-31,5
"SD","TOTAL",2014-12-31,7200
"SD","UK",2014-12-31,1625
"SE","AT",2014-12-31,0
"SE","BE",2014-12-31,0
"SE","BG",2014-12-31,0
"SE","CH",2014-12-31,0
"SE","CY",2014-12-31,0
"SE","CZ",2014-12-31,0
"SE","DE",2014-12-31,5
"SE","DK",2014-12-31,0
"SE","EE",2014-12-31,0
"SE","EL",2014-12-31,0
"SE","ES",2014-12-31,0
"SE","EU28",2014-12-31,5
"SE","FI",2014-12-31,0
"SE","FR",2014-12-31,0
"SE","HR",2014-12-31,0
"SE","HU",2014-12-31,0
"SE","IE",2014-12-31,0
"SE","IS",2014-12-31,0
"SE","LI",2014-12-31,0
"SE","LT",2014-12-31,0
"SE","LU",2014-12-31,0
"SE","LV",2014-12-31,0
"SE","MT",2014-12-31,0
"SE","NL",2014-12-31,0
"SE","NO",2014-12-31,0
"SE","PL",2014-12-31,0
"SE","PT",2014-12-31,0
"SE","RO",2014-12-31,0
"SE","SE",2014-12-31,0
"SE","SI",2014-12-31,0
"SE","SK",2014-12-31,0
"SE","TOTAL",2014-12-31,5
"SE","UK",2014-12-31,0
"SG","AT",2014-12-31,0
"SG","BE",2014-12-31,0
"SG","BG",2014-12-31,0
"SG","CH",2014-12-31,0
"SG","CY",2014-12-31,0
"SG","CZ",2014-12-31,0
"SG","DE",2014-12-31,0
"SG","DK",2014-12-31,0
"SG","EE",2014-12-31,0
"SG","EL",2014-12-31,0
"SG","ES",2014-12-31,0
"SG","EU28",2014-12-31,10
"SG","FI",2014-12-31,0
"SG","FR",2014-12-31,0
"SG","HR",2014-12-31,0
"SG","HU",2014-12-31,0
"SG","IE",2014-12-31,0
"SG","IS",2014-12-31,0
"SG","IT",2014-12-31,0
"SG","LI",2014-12-31,0
"SG","LT",2014-12-31,0
"SG","LU",2014-12-31,0
"SG","LV",2014-12-31,0
"SG","MT",2014-12-31,0
"SG","NL",2014-12-31,0
"SG","NO",2014-12-31,0
"SG","PL",2014-12-31,0
"SG","PT",2014-12-31,0
"SG","RO",2014-12-31,0
"SG","SE",2014-12-31,0
"SG","SI",2014-12-31,0
"SG","SK",2014-12-31,0
"SG","TOTAL",2014-12-31,10
"SG","UK",2014-12-31,5
"SI","AT",2014-12-31,0
"SI","BE",2014-12-31,0
"SI","BG",2014-12-31,0
"SI","CH",2014-12-31,0
"SI","CY",2014-12-31,0
"SI","CZ",2014-12-31,0
"SI","DE",2014-12-31,5
"SI","DK",2014-12-31,0
"SI","EE",2014-12-31,0
"SI","EL",2014-12-31,0
"SI","ES",2014-12-31,0
"SI","EU28",2014-12-31,10
"SI","FI",2014-12-31,0
"SI","FR",2014-12-31,0
"SI","HR",2014-12-31,0
"SI","HU",2014-12-31,0
"SI","IE",2014-12-31,0
"SI","IS",2014-12-31,0
"SI","LI",2014-12-31,0
"SI","LT",2014-12-31,0
"SI","LU",2014-12-31,0
"SI","LV",2014-12-31,0
"SI","MT",2014-12-31,0
"SI","NL",2014-12-31,0
"SI","NO",2014-12-31,0
"SI","PL",2014-12-31,0
"SI","PT",2014-12-31,0
"SI","RO",2014-12-31,0
"SI","SE",2014-12-31,5
"SI","SI",2014-12-31,0
"SI","SK",2014-12-31,0
"SI","TOTAL",2014-12-31,10
"SI","UK",2014-12-31,0
"SK","AT",2014-12-31,0
"SK","BE",2014-12-31,25
"SK","BG",2014-12-31,0
"SK","CH",2014-12-31,15
"SK","CY",2014-12-31,0
"SK","CZ",2014-12-31,5
"SK","DE",2014-12-31,5
"SK","DK",2014-12-31,0
"SK","EE",2014-12-31,0
"SK","EL",2014-12-31,0
"SK","ES",2014-12-31,0
"SK","EU28",2014-12-31,40
"SK","FI",2014-12-31,0
"SK","FR",2014-12-31,0
"SK","HR",2014-12-31,0
"SK","HU",2014-12-31,0
"SK","IE",2014-12-31,0
"SK","IS",2014-12-31,0
"SK","LI",2014-12-31,0
"SK","LT",2014-12-31,0
"SK","LU",2014-12-31,0
"SK","LV",2014-12-31,0
"SK","MT",2014-12-31,0
"SK","NL",2014-12-31,0
"SK","NO",2014-12-31,5
"SK","PL",2014-12-31,0
"SK","PT",2014-12-31,0
"SK","RO",2014-12-31,0
"SK","SE",2014-12-31,0
"SK","SI",2014-12-31,0
"SK","SK",2014-12-31,0
"SK","TOTAL",2014-12-31,55
"SK","UK",2014-12-31,0
"SL","AT",2014-12-31,30
"SL","BE",2014-12-31,75
"SL","BG",2014-12-31,5
"SL","CH",2014-12-31,55
"SL","CY",2014-12-31,5
"SL","CZ",2014-12-31,0
"SL","DE",2014-12-31,230
"SL","DK",2014-12-31,5
"SL","EE",2014-12-31,0
"SL","EL",2014-12-31,30
"SL","ES",2014-12-31,10
"SL","EU28",2014-12-31,1010
"SL","FI",2014-12-31,0
"SL","FR",2014-12-31,85
"SL","HR",2014-12-31,0
"SL","HU",2014-12-31,60
"SL","IE",2014-12-31,0
"SL","IS",2014-12-31,0
"SL","IT",2014-12-31,190
"SL","LI",2014-12-31,0
"SL","LT",2014-12-31,0
"SL","LU",2014-12-31,5
"SL","LV",2014-12-31,0
"SL","MT",2014-12-31,0
"SL","NL",2014-12-31,125
"SL","NO",2014-12-31,10
"SL","PL",2014-12-31,0
"SL","PT",2014-12-31,25
"SL","RO",2014-12-31,0
"SL","SE",2014-12-31,45
"SL","SI",2014-12-31,0
"SL","SK",2014-12-31,0
"SL","TOTAL",2014-12-31,1080
"SL","UK",2014-12-31,90
"SM","AT",2014-12-31,0
"SM","BE",2014-12-31,0
"SM","BG",2014-12-31,0
"SM","CH",2014-12-31,0
"SM","CY",2014-12-31,0
"SM","CZ",2014-12-31,0
"SM","DE",2014-12-31,0
"SM","DK",2014-12-31,0
"SM","EE",2014-12-31,0
"SM","EL",2014-12-31,0
"SM","ES",2014-12-31,0
"SM","EU28",2014-12-31,0
"SM","FI",2014-12-31,0
"SM","FR",2014-12-31,0
"SM","HR",2014-12-31,0
"SM","HU",2014-12-31,0
"SM","IE",2014-12-31,0
"SM","IS",2014-12-31,0
"SM","IT",2014-12-31,0
"SM","LI",2014-12-31,0
"SM","LT",2014-12-31,0
"SM","LU",2014-12-31,0
"SM","LV",2014-12-31,0
"SM","MT",2014-12-31,0
"SM","NL",2014-12-31,0
"SM","NO",2014-12-31,0
"SM","PL",2014-12-31,0
"SM","PT",2014-12-31,0
"SM","RO",2014-12-31,0
"SM","SE",2014-12-31,0
"SM","SI",2014-12-31,0
"SM","SK",2014-12-31,0
"SM","TOTAL",2014-12-31,0
"SM","UK",2014-12-31,0
"SN","AT",2014-12-31,30
"SN","BE",2014-12-31,275
"SN","BG",2014-12-31,10
"SN","CH",2014-12-31,190
"SN","CY",2014-12-31,0
"SN","CZ",2014-12-31,0
"SN","DE",2014-12-31,765
"SN","DK",2014-12-31,5
"SN","EE",2014-12-31,0
"SN","EL",2014-12-31,115
"SN","ES",2014-12-31,35
"SN","EU28",2014-12-31,6435
"SN","FI",2014-12-31,10
"SN","FR",2014-12-31,365
"SN","HR",2014-12-31,5
"SN","HU",2014-12-31,20
"SN","IE",2014-12-31,0
"SN","IS",2014-12-31,0
"SN","IT",2014-12-31,4675
"SN","LI",2014-12-31,0
"SN","LT",2014-12-31,0
"SN","LU",2014-12-31,0
"SN","LV",2014-12-31,0
"SN","MT",2014-12-31,10
"SN","NL",2014-12-31,10
"SN","NO",2014-12-31,15
"SN","PL",2014-12-31,0
"SN","PT",2014-12-31,5
"SN","RO",2014-12-31,5
"SN","SE",2014-12-31,55
"SN","SI",2014-12-31,0
"SN","SK",2014-12-31,0
"SN","TOTAL",2014-12-31,6635
"SN","UK",2014-12-31,30
"SO","AT",2014-12-31,1160
"SO","BE",2014-12-31,365
"SO","BG",2014-12-31,10
"SO","CH",2014-12-31,815
"SO","CY",2014-12-31,20
"SO","CZ",2014-12-31,0
"SO","DE",2014-12-31,5685
"SO","DK",2014-12-31,700
"SO","EE",2014-12-31,0
"SO","EL",2014-12-31,115
"SO","ES",2014-12-31,100
"SO","EU28",2014-12-31,16490
"SO","FI",2014-12-31,410
"SO","FR",2014-12-31,810
"SO","HR",2014-12-31,10
"SO","HU",2014-12-31,195
"SO","IE",2014-12-31,15
"SO","IS",2014-12-31,5
"SO","IT",2014-12-31,810
"SO","LI",2014-12-31,10
"SO","LT",2014-12-31,0
"SO","LU",2014-12-31,10
"SO","LV",2014-12-31,0
"SO","MT",2014-12-31,130
"SO","NL",2014-12-31,595
"SO","NO",2014-12-31,835
"SO","PL",2014-12-31,5
"SO","PT",2014-12-31,5
"SO","RO",2014-12-31,10
"SO","SE",2014-12-31,4870
"SO","SI",2014-12-31,20
"SO","SK",2014-12-31,20
"SO","TOTAL",2014-12-31,18155
"SO","UK",2014-12-31,425
"SR","AT",2014-12-31,0
"SR","BE",2014-12-31,5
"SR","BG",2014-12-31,0
"SR","CH",2014-12-31,0
"SR","CY",2014-12-31,0
"SR","CZ",2014-12-31,0
"SR","DE",2014-12-31,0
"SR","DK",2014-12-31,0
"SR","EE",2014-12-31,0
"SR","EL",2014-12-31,0
"SR","ES",2014-12-31,0
"SR","EU28",2014-12-31,15
"SR","FI",2014-12-31,0
"SR","FR",2014-12-31,5
"SR","HR",2014-12-31,0
"SR","HU",2014-12-31,0
"SR","IE",2014-12-31,0
"SR","IS",2014-12-31,0
"SR","IT",2014-12-31,0
"SR","LI",2014-12-31,0
"SR","LT",2014-12-31,0
"SR","LU",2014-12-31,0
"SR","LV",2014-12-31,0
"SR","MT",2014-12-31,0
"SR","NL",2014-12-31,5
"SR","NO",2014-12-31,0
"SR","PL",2014-12-31,0
"SR","PT",2014-12-31,0
"SR","RO",2014-12-31,0
"SR","SE",2014-12-31,0
"SR","SI",2014-12-31,0
"SR","SK",2014-12-31,0
"SR","TOTAL",2014-12-31,15
"SR","UK",2014-12-31,0
"SS","AT",2014-12-31,25
"SS","BE",2014-12-31,5
"SS","BG",2014-12-31,0
"SS","CH",2014-12-31,40
"SS","CY",2014-12-31,0
"SS","CZ",2014-12-31,0
"SS","DE",2014-12-31,50
"SS","DK",2014-12-31,0
"SS","EE",2014-12-31,0
"SS","EL",2014-12-31,5
"SS","ES",2014-12-31,0
"SS","EU28",2014-12-31,115
"SS","FI",2014-12-31,0
"SS","FR",2014-12-31,0
"SS","HR",2014-12-31,0
"SS","HU",2014-12-31,0
"SS","IE",2014-12-31,0
"SS","IS",2014-12-31,0
"SS","IT",2014-12-31,5
"SS","LI",2014-12-31,0
"SS","LT",2014-12-31,0
"SS","LU",2014-12-31,0
"SS","LV",2014-12-31,0
"SS","MT",2014-12-31,0
"SS","NL",2014-12-31,0
"SS","NO",2014-12-31,5
"SS","PL",2014-12-31,0
"SS","PT",2014-12-31,0
"SS","RO",2014-12-31,0
"SS","SE",2014-12-31,5
"SS","SI",2014-12-31,0
"SS","SK",2014-12-31,0
"SS","TOTAL",2014-12-31,160
"SS","UK",2014-12-31,20
"ST","AT",2014-12-31,0
"ST","BE",2014-12-31,0
"ST","BG",2014-12-31,0
"ST","CH",2014-12-31,0
"ST","CY",2014-12-31,0
"ST","CZ",2014-12-31,0
"ST","DE",2014-12-31,0
"ST","DK",2014-12-31,0
"ST","EE",2014-12-31,0
"ST","EL",2014-12-31,0
"ST","ES",2014-12-31,0
"ST","EU28",2014-12-31,5
"ST","FI",2014-12-31,0
"ST","FR",2014-12-31,0
